uuid,vorname,nachname,geschlecht,geburtsjahr,todesjahr,vater,mutter,letzter_partner,erbfolge,kinderzahl,kinder,herkunft,kisatris_primogen,amtsantritt,comment,erbfolge_geburt
1174,Sibylle,Baroness von Poisson,f,-418,-394,,,720,,1,"1175,",KS,Z,,,
1175,Hermann Christoph Paul Gustav,von Tiefenfels,m,-394,-379,720,1174,,21,0,,TF,Z,,,2
1176,Ludwig Peter Jacob,von Tiefenfels,m,-394,-384,653,729,,21,0,,TF,Z,,,2
1177,Wilhelmine Caroline,Block,f,-418,-394,,,734,,1,"1178,",BT,Z,,,
1178,Agda,von Bergetal,f,-394,-350,734,1177,1681,16,2,"1650,1682,",BT,Z,,,3
1179,Henriette Martha,Rupp,f,-416,-394,,,754,,1,"1180,",MB,Z,,,
1180,Juliane Rieke,von Möwenburg,f,-394,-332,754,1179,2141,15,6,"1683,1727,1749,1771,2062,2142,",MB,Z,,,1
1181,Otto Carl August,Baron von  Lepain,m,-416,-394,,,,,0,,KS,Z,,,
1182,Christian Paul,Fabian,m,-416,-358,,,769,,1,"1183,",TF,Z,,,
1183,Christian Ernst,von Bergetal,m,-394,-381,1182,769,,16,0,,BT,Z,,,3
1184,Christian,von Kisatris,m,-394,-387,388,774,,21,0,,KS,ACBAAC,,,2
1185,Theodor,von Kisatris,m,-394,-336,388,774,,21,0,,KS,ACBAAD,,,2
1186,Christine Caroline,Brauer,f,-415,-394,,,783,,1,"1187,",MB,Z,,,
1187,Anne,von Tiefenfels,f,-394,-392,783,1186,,20,0,,TF,Z,,,1
1188,Therese,von Tiefenfels,f,-394,-349,788,751,1728,21,2,"1652,1729,",TF,Z,,,2
1189,Martha Therese Ursula Ashild,Lotz,f,-413,-394,,,809,,1,"1190,",BT,Z,,,
1190,Agnes Marianne,von Eichenwald,f,-394,-380,809,1189,,18,0,,EW,Z,,,3
1191,Caspar Meriel,Stark,m,-412,-360,,,815,,1,"1192,",EW,Z,,,
1192,Gertrud Margaretha,von Möwenburg,f,-394,-365,1191,815,1318,15,4,"1654,1846,1887,1891,",MB,Z,,,1
1193,Christian Johannes,Baron von  Lepain,m,-412,-387,,,819,,1,"1194,",KS,Z,,,
1194,Johannes Niroi Franc,von Kisatris,m,-394,-391,1193,819,,20,0,,KS,AAABADA,,,1
1195,Zoe Marie Anne,Freifrau von Glace,f,-412,-348,,,824,,1,"1196,",KS,Z,,,
1196,Ludwig Christoph,von Kisatris,m,-394,-383,824,1195,,21,0,,KS,AFAAAA,,,2
1197,Niroi Julien,Freiherr von Greve,m,-442,-393,,,,,0,,KS,Z,,,
1198,Hedwig Nelenia Maria,Gerber,f,-436,-393,,,462,,1,"1199,",BT,Z,,,
1199,Johann Joachim Franz,von Bergetal,m,-393,-376,462,1198,,16,0,,BT,Z,,,3
1200,Joseph Jakob Christoph,von Bergetal,m,-393,-385,565,679,,16,0,,BT,Z,,,3
1201,Mareike Ida,von Möwenburg,f,-393,-378,617,815,,15,0,,MB,Z,,,1
1202,Caroline Eleonore,Wisniewski,f,-424,-360,,,619,,1,"1203,",TF,Z,,,
1203,August Konrad Georg,von Möwenburg,m,-393,-370,619,1202,,17,0,,MB,Z,,,3
1204,Clement,Freiherr von Ciel,m,-424,-382,,,,,0,,KS,Z,,,
1205,Barbara Johanna,von Möwenburg,f,-393,-387,697,623,,15,0,,MB,Z,,,1
1206,Lea,Gräfin von Aigul,f,-419,-393,,,,,0,,KS,Z,,,
1207,Jacob Peter,von Bergetal,m,-393,-363,699,768,,16,0,,BT,Z,,,3
1208,Frieda Sophie,Freiin von Mouton,f,-418,-393,,,,,0,,KS,Z,,,
1209,Gustav Andreas,Wulf,m,-417,-379,,,744,,1,"1210,",TF,Z,,,
1210,Andreas Georg Friedrich,von Eichenwald,m,-393,-344,1209,744,1726,18,2,"1686,2440,",EW,Z,,,3
1211,Otto,Langer,m,-416,-372,,,769,,1,"1212,",TF,Z,,,
1212,Otto Joseph Bifur,von Bergetal,m,-393,-318,1211,769,,16,0,,BT,Z,,,3
1213,Theodor,Baron von Manson,m,-412,-372,,,,,0,,KS,Z,,,
1214,Ida Amalie,Gräfin von Aurore,f,-412,-393,,,,,0,,KS,Z,,,
1215,Sibylle Clara Frieda,Freiin von Glace,f,-412,-393,,,824,,1,"1216,",KS,Z,,,
1216,Johannes Gustav Anton Martin,von Kisatris,m,-393,-376,824,1215,,21,0,,KS,AFAAAB,,,2
1217,Sibylle Lea,Haug,f,-411,-332,,,831,,1,"1218,",TF,Z,,,
1218,Friedrich Idril,von Eichenwald,m,-393,-349,831,1217,1916,18,5,"1687,1731,1773,1811,1917,",EW,Z,,,3
1219,Georg Heinrich,Freiherr von Ciel,m,-411,-393,,,,,0,,KS,Z,,,
1220,Marianne Wilhelmine,Jacobs,f,-411,-366,,,,,0,,MB,Z,,,
1221,Charlotte Clara,Baronin von Paysage,f,-411,-353,,,,,0,,KS,Z,,,
1222,Christina,Baroness von Manson,f,-411,-391,,,840,,1,"1223,",KS,Z,,,
1223,Frederic Jacob Anton Georg,von Kisatris,m,-393,-378,840,1222,,20,0,,KS,AAAFBA,,,1
1224,Marianne Mareike Hedda,Erdmann,f,-424,-392,,,,,0,,MB,Z,,,
1225,Julien Otto Maximilian Franc,Freiherr von Tempete,m,-420,-392,,,,,0,,KS,Z,,,
1226,Christina Julie Frieda Eva,Brüggemann,f,-418,-392,,,731,,1,"1227,",TF,Z,,,
1227,Anton,von Möwenburg,m,-392,-357,731,1226,1116,15,3,"1775,1787,1810,",MB,Z,,,1
1228,Hermann Heinrich,Fuß,m,-417,-378,,,,,0,,EW,Z,,,
1229,Else,von Bergetal,f,-392,-346,679,762,1705,16,1,"1706,",BT,Z,,,3
1230,Maximilian Martin Jakob Joachim,Amann,m,-416,-392,,,,,0,,MB,Z,,,
1231,Eva,von Kisatris,f,-392,-389,774,819,,20,0,,KS,AAABADB,,,1
1232,Alrich,von Möwenburg,m,-392,-372,617,815,1239,15,1,"1754,",MB,Z,,,1
1233,Georg Wilhelm Peer Michael,von Möwenburg,m,-392,-337,617,815,2084,15,3,"1752,2041,2085,",MB,Z,,,1
1234,Maximilian Theodor Caspar,Baron von Manson,m,-412,-392,,,,,0,,KS,Z,,,
1235,Katharina,Gebhardt,f,-411,-392,,,838,,1,"1236,",MU,Z,,,
1236,Ludwig Bernhard August,von Eichenwald,m,-392,-344,838,1235,809,18,6,"1708,1733,1753,1919,1968,2143,",EW,Z,,,3
1237,Sibylle Helene Friederike Camille,Freifrau von Mouton,f,-411,-379,,,,,0,,KS,Z,,,
1238,Hermann Maximilian,Röhl,m,-411,-311,,,846,,1,"1239,",MU,Z,,,
1239,Maximilian Hans,von Bergetal,m,-392,-352,1238,846,1901,13,4,"1735,1754,1811,1902,",BT,Z,,,2
1240,Fiete Alrich Michael,Wiedemann,m,-448,-374,,,,,0,,MB,Z,,,
1241,Hannah Mirjam,Hentschel,f,-443,-391,,,,,0,,MU,Z,,,
1242,Eva Charlotte,von Kisatris,f,-391,-313,388,774,,21,0,,KS,ACBAAE,,,3
1243,Anne,Freiin von Guerre,f,-440,-391,,,,,0,,KS,Z,,,
1244,Leo Johann Ludwig,Graf von Aigul,m,-430,-365,,,,,0,,KS,Z,,,
1245,Dorothea Catharina,Trapp,f,-424,-370,,,,,0,,EW,Z,,,
1246,Franz Ole,Schürmann,m,-424,-364,,,,,0,,MB,Z,,,
1247,Nele,Janßen,f,-422,-391,,,,,0,,MU,Z,,,
1248,Marie,Wörner,f,-419,-391,,,,,0,,TF,Z,,,
1249,Marie,Freifrau von Maree,f,-419,-391,,,699,,1,"1250,",KS,Z,,,
1250,Julie Catharina,von Kisatris,f,-391,-378,699,1249,,21,0,,KS,AFADB,,,3
1251,Leo Clement,Graf von Aurore,m,-419,-391,,,,,0,,KS,Z,,,
1252,Sibylle,Obermeier,f,-418,-391,,,720,,1,"1253,",TF,Z,,,
1253,Elise Luise,von Tiefenfels,f,-391,-367,720,1252,1849,21,1,"1850,",TF,Z,,,2
1254,Kili Jakob Maximilian,Engels,m,-418,-385,,,,,0,,BT,Z,,,
1255,Mathilde,Winkelmann,f,-416,-385,,,,,0,,EW,Z,,,
1256,Michael Dior Heinrich,Lotz,m,-416,-389,,,769,,2,"1257,1288,",EW,Z,,,
1257,Michael Wilhelm,von Bergetal,m,-391,-332,1256,769,,16,0,,BT,Z,,,3
1258,Christoph,Graf von Houle,m,-415,-363,,,774,,1,"1259,",KS,Z,,,
1259,Christina,von Kisatris,f,-391,-345,1258,774,,21,0,,KS,ACBAABG,,,3
1260,Ursula Tauriel Amalie,Schulze,f,-415,-391,,,,,0,,EW,Z,,,
1261,Anton Konrad,von Möwenburg,m,-391,-369,617,815,1755,15,1,"1756,",MB,Z,,,1
1262,Sophia Gertrud Wilhelmine Barbara,von Möwenburg,f,-391,-389,617,815,,15,0,,MB,Z,,,1
1263,Therese Johanna Camille,Baronin von Manson,f,-412,-351,,,821,,1,"1264,",KS,Z,,,
1264,Julien Christoph August Andreas,von Kisatris,m,-391,-366,821,1263,,21,0,,KS,ADABCAA,,,3
1265,Catharina,Freiin von Plaje,f,-411,-348,,,828,,1,"1266,",KS,Z,,,
1266,Marie,von Kisatris,f,-391,-330,828,1265,,21,0,,KS,ACAABBA,,,3
1267,Käthe Wilhelmine,Kroll,f,-411,-391,,,831,,1,"1268,",BT,Z,,,
1268,Else Gertrud,von Eichenwald,f,-391,-369,831,1267,1812,18,3,"1778,1790,1813,",EW,Z,,,3
1269,Martin Ludwig,Freiherr von Plaje,m,-411,-367,,,,,0,,KS,Z,,,
1270,Agnes Therese,Comtess von Montagne,f,-411,-340,,,839,,1,"1271,",KS,Z,,,
1271,Christiane,von Kisatris,f,-391,-344,839,1270,,20,0,,KS,AAAFAA,,,2
1272,Amalia Barbara Johanna Dis,von Bergetal,f,-391,-369,840,846,1285,13,3,"1757,1792,1816,",BT,Z,,,2
1273,Ernst Andreas Christoph Jules,Schütt,m,-410,-391,,,858,,1,"1274,",TF,Z,,,
1274,Christoph Hermann Hans Heinrich,von Bergetal,m,-391,-336,1273,858,1628,15,7,"1794,1815,1867,1904,1975,2190,2306,",BT,Z,,,2
1275,Jakob,Grau,m,-409,-358,,,860,,1,"1276,",BT,Z,,,
1276,Jakob Julius Ferdinand,von Möwenburg,m,-391,-346,1275,860,,17,0,,MB,Z,,,3
1277,Mathilde,Pieper,f,-409,-388,,,862,,3,"1278,1306,1332,",BT,Z,,,
1278,Frieda,von Eichenwald,f,-391,-342,862,1277,2144,15,4,"1759,1778,2062,2145,",EW,Z,,,1
1279,Dina,Wendel,f,-443,-390,,,,,0,,MU,Z,,,
1280,Emma Lea,Freiin von Neige,f,-440,-390,,,,,0,,KS,Z,,,
1281,Theodor Luca,Freiherr von Maree,m,-430,-390,,,,,0,,KS,Z,,,
1282,Trude Barbara,Rose,f,-427,-390,,,585,,1,"1283,",MB,Z,,,
1283,Jacob Karl Johannes Andreas,von Eichenwald,m,-390,-345,585,1282,1760,18,1,"1761,",EW,Z,,,3
1284,Christoph Amon,Scharf,m,-418,-390,,,,,0,,MU,Z,,,
1285,Paul Caspar,von Kisatris,m,-390,-349,1131,764,1272,19,2,"1757,1816,",KS,AAABABC,,,1
1286,Otto Gustav,Brandes,m,-416,-353,,,768,,1,"1287,",TF,Z,,,
1287,Nelenia,von Bergetal,f,-390,-366,1286,768,,16,0,,BT,Z,,,3
1288,Nelenia Elisabeth Amalia,von Bergetal,f,-390,-353,1256,769,,16,0,,BT,Z,,,3
1289,Elurin Ursula,Doll,f,-415,-381,,,,,0,,EW,Z,,,
1290,Tauriel Clara Gertrud,von Eichenwald,f,-390,-378,744,834,,18,0,,EW,Z,,,3
1291,Joseph Thorin,Heitmann,m,-410,-390,,,,,0,,BT,Z,,,
1292,Eleonore,von Eichenwald,f,-390,-378,831,872,,18,0,,EW,Z,,,3
1293,Johann Niroi,Graf von Houle,m,-408,-390,,,874,,1,"1294,",KS,Z,,,
1294,Zoe,von Kisatris,f,-390,-290,1293,874,,21,0,,KS,AAFBAAA,,,3
1295,Ludwig August Elurin,Löffler,m,-408,-344,,,,,0,,EW,Z,,,
1296,Catharina Christina Therese,Baronin von Foret,f,-443,-389,,,,,0,,KS,Z,,,
1297,Joseph,Heß,m,-424,-389,,,623,,1,"1298,",TF,Z,,,
1298,Joseph Anton,von Möwenburg,m,-389,-373,1297,623,,15,0,,MB,Z,,,1
1299,Bernhard Anton,Bayer,m,-419,-389,,,702,,1,"1300,",TF,Z,,,
1300,Judith,von Möwenburg,f,-389,-333,1299,702,,17,0,,MB,Z,,,3
1301,Gustav,Seifert,m,-417,-389,,,,,0,,TF,Z,,,
1302,Idril Ferdinand,von Eichenwald,m,-389,-358,604,834,1960,18,4,"1818,1839,1921,1961,",EW,Z,,,3
1303,Vagna Eleonore,von Bergetal,f,-389,-338,625,846,2209,13,5,"1781,1869,1923,2013,2210,",BT,Z,,,1
1304,Johanna,Hummel,f,-409,-312,,,861,,1,"1305,",MB,Z,,,
1305,Ludwig Joachim,von Eichenwald,m,-389,-385,861,1304,,16,0,,EW,Z,,,1
1306,Eleonore Ursula Tauriel,von Eichenwald,f,-389,-362,862,1277,1486,15,5,"1820,1890,1925,1939,1967,",EW,Z,,,1
1307,Eva,Baronin von Poisson,f,-408,-342,,,866,,1,"1308,",KS,Z,,,
1308,August Theodor Heinrich Georg,von Kisatris,m,-389,-368,866,1307,,20,0,,KS,AAAFCA,,,2
1309,August Leo Jules Johannes,Freiherr von Mouton,m,-408,-315,,,868,,1,"1310,",KS,Z,,,
1310,Leo Jacob Heinrich,von Kisatris,m,-389,-363,1309,868,,20,0,,KS,AAAHAA,,,2
1311,Emma,Baroness von Poisson,f,-407,-333,,,883,,1,"1312,",KS,Z,,,
1312,Helene Johanna Marie,von Kisatris,f,-389,-377,883,1311,,21,0,,KS,AAFAABA,,,3
1313,Luise Julie,von Tiefenfels,f,-389,-375,731,884,,19,0,,TF,Z,,,1
1314,Luca Marie Jade,von Tiefenfels,f,-388,-337,694,619,2109,21,2,"1797,2110,",TF,Z,,,2
1315,Andreas,Graf von Houle,m,-417,-386,,,738,,1,"1316,",KS,Z,,,
1316,Andreas Elohir Kiirion,von Eichenwald,m,-388,-378,1315,738,,18,0,,EW,Z,,,3
1317,Caspar Wilhelm Buri,Herrmann,m,-417,-388,,,744,,1,"1318,",BT,Z,,,
1318,Caspar Julius Joseph,von Eichenwald,m,-388,-327,1317,744,1727,18,4,"1871,1891,2257,2272,",EW,Z,,,3
1319,August Christian Joseph Paul,Baron von Poisson,m,-416,-388,,,,,0,,KS,Z,,,
1320,Martha Sophia Oddrun,von Bergetal,f,-388,-376,746,821,,15,0,,BT,Z,,,2
1321,Julien Maximilian Hermann,von Bergetal,m,-388,-367,821,746,1821,15,1,"1822,",BT,Z,,,2
1322,Lea Julie,Freiin von Guerre,f,-411,-372,,,828,,1,"1323,",KS,Z,,,
1323,Julie,von Kisatris,f,-388,-377,828,1322,,21,0,,KS,ACAABBB,,,3
1324,August Leo,Freiherr von Guerre,m,-411,-341,,,834,,1,"1325,",KS,Z,,,
1325,Leo Clement Niroi,von Kisatris,m,-388,-337,1324,834,,21,0,,KS,AAHBAA,,,3
1326,Therese,Freiin von Plaje,f,-411,-357,,,,,0,,KS,Z,,,
1327,Christina Anne,Baronin von Paysage,f,-411,-374,,,840,,1,"1328,",KS,Z,,,
1328,Friederike Camille Louise,von Kisatris,f,-388,-366,840,1327,,20,0,,KS,AAAFBB,,,2
1329,Ludwig Hans,Wenzel,m,-410,-388,,,855,,1,"1330,",MU,Z,,,
1330,Ludwig Maximilian Hugo Georg,von Möwenburg,m,-388,-379,1329,855,,17,0,,MB,Z,,,3
1331,Dior,Linke,m,-409,-388,,,,,0,,EW,Z,,,
1332,Amalie Lumiel,von Eichenwald,f,-388,-370,862,1277,,15,0,,EW,Z,,,1
1333,Eva Frieda,Baroness von Lelac,f,-408,-387,,,866,,1,"1334,",KS,Z,,,
1334,Christina,von Kisatris,f,-388,-360,866,1333,,20,0,,KS,AAAFCB,,,2
1335,Christian Otto,Freiherr von Tempete,m,-408,-388,,,868,,1,"1336,",KS,Z,,,
1336,Lea Emma,von Kisatris,f,-388,-331,1335,868,,20,0,,KS,AAAHAB,,,2
1337,Niroi,Freiherr von Guerre,m,-408,-359,,,879,,1,"1338,",KS,Z,,,
1338,Camille Sophie Juliane Catharina,von Tiefenfels,f,-388,-384,1337,879,,22,0,,TF,Z,,,3
1339,Christian,Drechsler,m,-407,-319,,,881,,1,"1340,",BT,Z,,,
1340,Trude Clara,von Möwenburg,f,-388,-336,1339,881,,17,0,,MB,Z,,,3
1341,Elise Eva Charlotte,Baroness von Lepain,f,-407,-329,,,883,,1,"1342,",KS,Z,,,
1342,Jules Christian Julien,von Kisatris,m,-388,-376,883,1341,,21,0,,KS,AAFAABB,,,3
1343,Wilhelm Eike Lior,Röhl,m,-407,-386,,,,,0,,MU,Z,,,
1344,Christine Therese Rahel,Pape,f,-406,-343,,,899,,1,"1345,",MU,Z,,,
1345,Caspar Julien Georg Hermann,von Tiefenfels,m,-388,-360,899,1344,1472,21,3,"1824,1854,1931,",TF,Z,,,2
1346,Charlotte,Groß,f,-406,-344,,,907,,1,"1347,",TF,Z,,,
1347,Emma Elise Camille,von Tiefenfels,f,-388,-359,907,1346,1825,22,1,"1826,",TF,Z,,,3
1348,Franc Niroi Carl,Baron von Lelac,m,-406,-388,,,,,0,,KS,Z,,,
1349,Henriette Karoline Hedda,von Möwenburg,f,-387,-374,918,697,,13,0,,MB,Z,,,3
1350,Otto Paul Johann,von Möwenburg,m,-387,-352,697,918,2181,13,3,"1828,2063,2182,",MB,Z,,,1
1351,Alrich Bahne Franz,Greiner,m,-416,-387,,,768,,1,"1352,",MB,Z,,,
1352,Milja Barbara,von Bergetal,f,-387,-339,1351,768,,16,0,,BT,Z,,,3
1353,Helene,Kolbe,f,-413,-361,,,809,,1,"1354,",MB,Z,,,
1354,Gertrud Eleonore Agnes,von Eichenwald,f,-387,-352,809,1353,895,18,5,"1873,1892,1926,1941,1962,",EW,Z,,,3
1355,Heinrich,Baron von Manson,m,-411,-357,,,,,0,,KS,Z,,,
1356,Charlotte,Freifrau von Ciel,f,-411,-387,,,839,,1,"1357,",KS,Z,,,
1357,Heinrich August,von Kisatris,m,-387,-369,839,1356,,20,0,,KS,AAAFAB,,,2
1358,Dior Friedrich Gustav,von Eichenwald,m,-387,-372,511,840,,16,0,,EW,Z,,,1
1359,Frederic Aldon Johann,von Eichenwald,m,-387,-358,840,511,1874,16,2,"1830,1875,",EW,Z,,,1
1360,Balin Konrad,Vollmer,m,-411,-360,,,846,,1,"1361,",BT,Z,,,
1361,Karoline Nelenia,von Bergetal,f,-387,-342,1360,846,815,13,4,"1877,1964,1976,1993,",BT,Z,,,1
1362,Meril Katharina Christiane,Nitschke,f,-409,-369,,,861,,1,"1363,",EW,Z,,,
1363,Ursula,von Eichenwald,f,-387,-363,861,1362,1855,16,1,"1856,",EW,Z,,,1
1364,Alrich Caspar Karl,Riedel,m,-408,-387,,,,,0,,MB,Z,,,
1365,Joseph Hans Paul,Rupprecht,m,-408,-343,,,879,,1,"1366,",MB,Z,,,
1366,Hans Michael Peter Theodor,von Tiefenfels,m,-387,-372,1365,879,,22,0,,TF,Z,,,3
1367,Theodor,Heidrich,m,-407,-387,,,886,,1,"1368,",MB,Z,,,
1368,Theodor Dior Wilhelm Heinrich,von Eichenwald,m,-387,-306,1367,886,2147,18,4,"1833,1878,1936,2148,",EW,Z,,,3
1369,Anton Theodor,Veit,m,-407,-342,,,895,,1,"1370,",TF,Z,,,
1370,Anton Bahne,von Möwenburg,m,-387,-365,1369,895,1906,15,2,"1835,1907,",MB,Z,,,1
1371,Jules Theodor Ludwig,Freiherr von Glace,m,-406,-368,,,902,,1,"1372,",KS,Z,,,
1372,Anne,von Kisatris,f,-387,-366,1371,902,,21,0,,KS,AAHAAA,,,3
1373,Luise Emma,Bühler,f,-406,-387,,,907,,1,"1374,",TF,Z,,,
1374,Paul Louis,von Tiefenfels,m,-387,-360,907,1373,1836,22,1,"1837,",TF,Z,,,3
1375,Louise Juliane Amalie Camille,Baroness von Lelac,f,-440,-386,,,,,0,,KS,Z,,,
1376,Dior Franz Michael,Brüning,m,-424,-386,,,,,0,,EW,Z,,,
1377,Buri Wilhelm,Brüning,m,-423,-386,,,,,0,,BT,Z,,,
1378,Anton Johannes,Freiherr von Ciel,m,-420,-386,,,,,0,,KS,Z,,,
1379,Fritz Theodor Paul,Wörner,m,-414,-386,,,,,0,,MB,Z,,,
1380,Dis Christine Therese,Hardt,f,-413,-354,,,,,0,,BT,Z,,,
1381,Juliane Marie Julie,Freifrau von Greve,f,-412,-382,,,821,,1,"1382,",KS,Z,,,
1382,Julien Jacques,von Kisatris,m,-386,-360,821,1381,,21,0,,KS,ADABCAB,,,3
1383,Michael Nils,Bach,m,-411,-386,,,846,,1,"1384,",MB,Z,,,
1384,Milja Dis,von Bergetal,f,-386,-374,1383,846,,13,0,,BT,Z,,,1
1385,Thorin Anton Andreas,Sachse,m,-410,-386,,,855,,1,"1386,",BT,Z,,,
1386,Wiebke Charlotte,von Möwenburg,f,-386,-381,1385,855,,17,0,,MB,Z,,,3
1387,Theodor Wilhelm,Schnabel,m,-408,-386,,,,,0,,BT,Z,,,
1388,Louis Heinrich,Greiner,m,-407,-386,,,881,,1,"1389,",TF,Z,,,
1389,Helene Judith Wilhelmine Trude,von Möwenburg,f,-386,-315,1388,881,,17,0,,MB,Z,,,3
1390,August,Goebel,m,-406,-386,,,,,0,,EW,Z,,,
1391,Katharina Käthe,Binder,f,-406,-360,,,,,0,,MU,Z,,,
1392,Jacques Philipp,Graf von Aurore,m,-405,-383,,,929,,1,"1393,",KS,Z,,,
1393,Anne,von Kisatris,f,-386,-349,1392,929,,21,0,,KS,ADABCBA,,,3
1394,Helene Elise,Freiin von Plaje,f,-404,-386,,,,,0,,KS,Z,,,
1395,Therese,Baronin von Foret,f,-404,-386,,,953,,1,"1396,",KS,Z,,,
1396,Carl Frederic,von Kisatris,m,-386,-380,953,1395,,20,0,,KS,AAADACA,,,2
1397,Sibylle,Freiin von Maree,f,-404,-384,,,956,,2,"1398,1433,",KS,Z,,,
1398,Fiete Franz Hans,von Möwenburg,m,-386,-292,956,1397,,17,0,,MB,Z,,,3
1399,Jacob Jakob Ole Nils,Seidel,m,-404,-364,,,961,,1,"1400,",MB,Z,,,
1400,Jacob Christoph,von Tiefenfels,m,-386,-373,1399,961,,21,0,,TF,Z,,,2
1401,Jens,Jankowski,m,-404,-386,,,962,,1,"1402,",MB,Z,,,
1402,Julie Nelenia,von Tiefenfels,f,-386,-382,1401,962,,21,0,,TF,Z,,,2
1403,Luise,Schütte,f,-434,-385,,,,,0,,TF,Z,,,
1404,Frederic Martin Leo Theodor,Baron von Poisson,m,-424,-385,,,,,0,,KS,Z,,,
1405,Ludwig Jakob,Schleicher,m,-424,-351,,,,,0,,MU,Z,,,
1406,Leo Luca,Freiherr von Glace,m,-412,-385,,,819,,1,"1407,",KS,Z,,,
1407,Eva Charlotte,von Kisatris,f,-385,-366,1406,819,,20,0,,KS,AAABADC,,,3
1408,Caroline Nelenia,Baroness von Lelac,f,-408,-350,,,866,,1,"1409,",KS,Z,,,
1409,Niroi Heinrich Caspar Philipp,von Kisatris,m,-385,-340,866,1408,,20,0,,KS,AAAFCC,,,3
1410,Bernhard Elurin Christian,Wilms,m,-408,-385,,,,,0,,EW,Z,,,
1411,Gustav,Rost,m,-406,-346,,,,,0,,TF,Z,,,
1412,Andreas,Graf von Aurore,m,-406,-385,,,,,0,,KS,Z,,,
1413,Ida Elise,Baroness von Foret,f,-403,-345,,,967,,1,"1414,",KS,Z,,,
1414,Louise Sibylle,von Kisatris,f,-385,-349,967,1413,,20,0,,KS,AAAHBA,,,3
1415,Leo Johannes,Freiherr von Mouton,m,-403,-382,,,971,,1,"1416,",KS,Z,,,
1416,Leo Franc Christoph,von Kisatris,m,-385,-372,1415,971,,20,0,,KS,AAADBBA,,,3
1417,Sinje,Hagemann,f,-433,-384,,,,,0,,MB,Z,,,
1418,Heinrich Maximilian Elurin Franz,von Eichenwald,m,-384,-314,744,768,1943,18,2,"1908,1944,",EW,Z,,,3
1419,Idril Therese Meril,von Eichenwald,f,-384,-382,768,744,,18,0,,EW,Z,,,3
1420,Clara,Hohmann,f,-413,-384,,,809,,1,"1421,",MB,Z,,,
1421,Ferdinand Elros Martin,von Eichenwald,m,-384,-303,809,1420,2090,18,6,"1909,1978,2019,2043,2063,2091,",EW,Z,,,3
1422,Ferdinand Otto Hans,Freitag,m,-409,-384,,,860,,1,"1423,",BT,Z,,,
1423,Ferdinand Martin Otto,von Möwenburg,m,-384,-358,1422,860,,17,0,,MB,Z,,,3
1424,Rieke Dorothea,Heise,f,-409,-320,,,861,,1,"1425,",MB,Z,,,
1425,Elurin Wilhelm Theodor,von Eichenwald,m,-384,-369,861,1424,,16,0,,EW,Z,,,1
1426,Maximilian Jakob,Knoll,m,-408,-358,,,,,0,,BT,Z,,,
1427,Barbara,Schirmer,f,-406,-310,,,,,0,,MU,Z,,,
1428,Jakob Konrad Karl,Zeidler,m,-406,-321,,,,,0,,BT,Z,,,
1429,Ursula Edda,Cordes,f,-406,-350,,,918,,1,"1430,",BT,Z,,,
1430,Maria,von Möwenburg,f,-384,-322,918,1429,1820,12,4,"1911,1929,2065,2268,",MB,Z,-325,Amtsantritt mit entfernung zum alten Fürsten: 1,1
1431,Ursula,Stoll,f,-406,-384,,,925,,1,"1432,",MU,Z,,,
1432,Michael Hermann,von Bergetal,m,-384,-367,925,1431,,16,0,,BT,Z,,,3
1433,Jakob Ole Paul,von Möwenburg,m,-384,-335,956,1397,,17,0,,MB,Z,,,3
1434,Fiete,Lange,m,-404,-369,,,,,0,,MB,Z,,,
1435,Bernhard,Geisler,m,-403,-359,,,976,,1,"1436,",TF,Z,,,
1436,Friederike,von Tiefenfels,f,-384,-373,1435,976,,22,0,,TF,Z,,,3
1437,Nele Hedda Karoline,König,f,-402,-382,,,,,0,,MB,Z,,,
1438,Eva Catharina Anne,Baroness von Lepain,f,-402,-360,,,,,0,,KS,Z,,,
1439,Juliane Luca,Nagel,f,-402,-379,,,994,,1,"1440,",TF,Z,,,
1440,Fiete Hermann Konrad,von Möwenburg,m,-384,-375,994,1439,,17,0,,MB,Z,,,3
1441,Fiete Christoph Andreas Michael,Heide,m,-402,-384,,,997,,1,"1442,",MB,Z,,,
1442,Andreas Joseph Jakob Heinrich,von Bergetal,m,-384,-380,1441,997,,16,0,,BT,Z,,,3
1443,Eva Camille Clara Christina,Geisler,f,-434,-383,,,,,0,,TF,Z,,,
1444,Therese Mathilde,Körber,f,-434,-383,,,,,0,,MB,Z,,,
1445,Bernhard Andreas Wilhelm,Stange,m,-433,-366,,,,,0,,MB,Z,,,
1446,Imke,Ebeling,f,-433,-383,,,,,0,,MB,Z,,,
1447,Joseph,Wendt,m,-423,-383,,,,,0,,TF,Z,,,
1448,Louise,Baroness von Manson,f,-422,-367,,,,,0,,KS,Z,,,
1449,Clara Lea,Comtess von Montagne,f,-411,-374,,,,,0,,KS,Z,,,
1450,Magdalene,Engelhardt,f,-409,-382,,,861,,1,"1451,",BT,Z,,,
1451,Johanna Anna,von Eichenwald,f,-383,-375,861,1450,,16,0,,EW,Z,,,1
1452,Clara,Baronin von Poisson,f,-408,-338,,,,,0,,KS,Z,,,
1453,Oddrun,von Bergetal,f,-383,-349,877,943,2211,15,2,"1980,2212,",BT,Z,,,2
1454,Jakob,Born,m,-406,-383,,,904,,1,"1455,",MB,Z,,,
1455,Clara,von Eichenwald,f,-383,-369,1454,904,,18,0,,EW,Z,,,3
